,pc1,pc2,pc3
0,3.1549743926317166,0.09080077170218293,-0.6086419738936464
1,-1.3138276286072255,-0.3671850964805115,-1.3476384303038362
2,-0.5889716062205621,0.1752577427646237,0.42395421756305196
3,-0.278771948700367,0.20462629394555013,0.507128733271804
4,1.0235679036176282,0.036817358686844,0.23687690001254097
5,3.006632199022444,0.527743760179697,0.4715175684649087
6,-0.47114549389358445,0.29853280403949717,-0.5673092060397011
7,0.5343661673607418,0.14771676032805356,0.15794753776031373
8,-0.6840677334656066,-0.27384243854425255,0.6497649802766751
9,3.234747039868525,0.5122116230193956,0.913621617644583
10,-1.2986393838060677,0.10507862992763746,0.40825213874420624
11,-1.5001080979835568,0.31693033413171545,0.3674366905811268
12,0.7807756032261786,0.4548830965890243,0.35501539271401644
13,-0.6924141425825766,0.4658394890529068,0.267503173413996
14,1.5557570929476852,0.11611444668028796,-0.5204313707974961
15,-2.340496354808482,-0.27366164052395114,-0.2730336151737324
16,-0.521800882164258,-0.4197970186736422,0.2884781547520944
17,-1.6120813031313936,-0.6724597484703932,-0.17718998428132302
18,1.674524155496015,0.2035434380955857,-0.038896166695578785
19,-0.8914340627330021,-0.016343412761598418,-0.08189816524043622
20,-3.9662557865493957,0.9574199846339033,1.9128962712614708
21,0.3430152205973777,-0.13712078765708455,0.5063874719407555
22,-1.5543754428903032,-0.48389968164549174,-2.0934512740606626
23,0.4848243564392666,-0.12732772568943618,0.5131194634091983
24,-1.7268952342065138,0.17515253617813487,0.06347636643543336
25,-1.2346936364701993,0.5465196595963145,-0.7814474250092766
26,-0.30877436954667786,0.08213821999009747,-0.4053884171590499
27,1.1071655968261336,0.3775936142986215,1.5746561964781944
28,-1.1783844360931033,0.9861999002934093,0.26883845700434694
29,-0.4963093989879474,-0.12567855133248265,-0.5704281474130565
30,0.7928226480810832,1.719082249861993,0.6188653095116143
31,-3.836729418764824,0.8351765992587435,1.9626652887160134
32,-0.0009822954829941432,-1.393361650954615,1.8765055546648157
33,-1.6711908490722704,0.027313964546580756,-0.3148002835893046
34,0.06751069840657276,-0.17490050556738504,1.9445082870215329
35,-1.3431110565680098,-0.7386126620794282,-1.3389893177594938
36,-0.3787357046901521,0.8743337048263593,0.9622999197831621
37,-0.6792305990673023,-1.444165792835139,0.19363520783176222
38,-0.3985927499114111,-0.02107657790943525,-0.2230951305439666
39,1.0749265563675243,2.2343194443543104,-0.9951987333950814
40,3.8353195732572614,-0.5527451467693695,-0.3742727547121186
41,-1.740616402983512,0.12563217436941737,-1.6650889203913852
42,2.361164154233764,-1.1145013566427395,1.1609830125207383
43,-1.2878698576930276,-0.8310302988743921,-1.3966870253177586
44,-0.6086964752181758,0.35565584971836484,1.0364715106455766
45,0.8641711294654423,1.936268999577687,-0.9266927777561556
